shipment_id,ship_date,expected_delivery,actual_delivery,region,carrier,warehouse,customer,distance_km,freight_cost,weight_kg,shipment_status
SHP-04617,2025-06-15,2025-06-19,2025-06-19,South,QuickMove,WH-05,Prime Co,583.31,412.87,14.9,Delivered
SHP-03948,2024-10-24,2024-10-25,2024-10-25,South,ReliableCo,WH-01,Alpha Ltd,118.71,,8.69,Delivered
SHP-00634,2024-05-17,2024-05-20,2024-05-20,North,QuickMove,WH-05,Delta Enterprises,341.49,224.79,16.34,Delivered
SHP-01789,2024-08-31,2024-09-01,2024-09-02,North,ReliableCo,WH-05,Beta Ltd,144.6,97.3,4.71,Delivered
SHP-00416,2024-03-06,2024-03-10,2024-03-11,West,ReliableCo,WH-10,Omega Industries,539.3,175.61,13.13,Delivered
SHP-04728,2024-06-26,2024-06-28,2024-06-30,South,GlobalFreight,WH-02,Sigma LLC,292.45,251.89,3.79,Delivered
SHP-03660,2024-03-02,2024-03-05,2024-03-05,East,ReliableCo,WH-06,Sigma Co,356.6,,13.35,Delivered
SHP-02283,2024-06-28,2024-07-01,2024-07-02,East,SpeedEx,WH-09,Sigma Inc,344.57,484.17,82.23,In Transit
SHP-04535,2025-01-10,2025-01-11,2025-01-11,East,ReliableCo,WH-05,Prime Corp,160.08,88.01,61.58,Delivered
SHP-02584,2024-03-31,2024-04-04,2024-04-04,East,fastship,WH-09,Global Inc,763.04,671.48,19.17,Delivered
SHP-00808,2024-01-09,2024-01-12,2024-01-13,East,FastShip,WH-04,Omega Enterprises,390.57,307.5,4.86,In Transit
SHP-00018,2024-10-25,2024-10-27,2024-10-27,North,SpeedEx,WH-10,Acme Partners,303.99,361.85,58.95,Delivered
SHP-01245,2024-07-28,2024-07-30,2024-07-30,East,GlobalFreight,WH-07,Global Group,559.52,401.11,4.24,Delivered
SHP-02918,2024-02-21,2024-02-22,2024-02-21,West,ReliableCo,WH-01,Sigma LLC,230.78,98.62,20.19,In Transit
SHP-04352,2024-01-26,2024-01-28,2024-01-28,Central,GlobalFreight,WH-07,Beta Partners,204.04,114.32,21.31,Delivered
SHP-01942,2024-01-26,2024-01-30,2024-01-30,North,SpeedEx,WH-05,Delta LLC,590.35,1032.93,6.01,Delayed
SHP-00597,2024-04-12,2024-04-15,2024-04-15,East,SpeedEx,WH-03,Global Group,249.55,260.14,10.52,Delivered
SHP-01872,2025-04-24,2025-04-27,2025-04-27,West,ReliableCo,WH-07,Prime Enterprises,199.8,198.95,27.74,Delayed
SHP-02198,2024-01-15,2024-01-17,2024-01-17,Central,GlobalFreight,WH-01,Omega Ltd,367.81,0.01,14.93,Delivered
SHP-01747,2024-06-25,2024-06-27,2024-06-27,South,FastShip,WH-10,Acme LLC,115.3,73.75,86.81,Delivered
SHP-03805,2024-01-22,2024-01-25,2024-01-25,west,QuickMove,WH-02,Omega Enterprises,143.95,103.82,37.21,In Transit
SHP-02102,2024-01-17,2024-01-21,2024-01-20,South,FastShip,WH-05,Alpha LLC,550.83,637.75,6.09,Delivered
SHP-02465,2025-02-21,2025-02-23,2025-02-23,West,ReliableCo,WH-04,Alpha Co,146.26,125.95,84.59,Delivered
SHP-00372,2024-11-10,2024-11-12,2024-11-13,Central,FastShip,WH-01,Global LLC,280.01,178.43,5.86,Delivered
SHP-01845,2024-02-15,2024-02-17,2024-02-18,Central,GLOBALFREIGHT,WH-10,Prime Co,323.29,249.49,26.52,Delivered
SHP-01832,2024-01-11,2024-01-12,2024-01-13,South,QUICKMOVE,WH-09,Alpha LLC,325.31,266.05,26.73,In Transit
SHP-02005,2025-01-25,2025-01-27,2025-01-27,East,QuickMove,WH-04,Omega Co,157.63,143.77,39.82,Delayed
SHP-00599,2024-10-05,2024-10-08,2024-10-08,West,QuickMove,WH-10,Beta Partners,99.69,68.95,7.28,Delivered
SHP-00677,2024-03-21,2024-03-24,2024-03-24,CENTRAL,FastShip,WH-01,Beta LLC,284.17,247.72,20.42,Delayed
SHP-00239,2024-01-22,2024-01-24,2024-01-25,East,FastShip,WH-06,Prime Partners,115.48,96.73,43.91,Delayed
SHP-04634,2024-11-14,2024-11-16,2024-11-16,South,GlobalFreight,WH-03,Alpha Industries,529.16,302.58,26.57,Delivered
SHP-01346,2024-05-17,2024-05-19,2024-05-19,North,FastShip,WH-10,Global Inc,172.11,122.83,65.31,Delivered
SHP-00878,2025-05-16,2025-05-17,2025-05-17,Central,SpeedEx,WH-08,Acme Group,330.35,464.21,10.87,Delivered
SHP-02742,2024-08-08,2024-08-09,2024-08-10,West,QuickMove,WH-02,Global LLC,291.08,222.25,9.79,In Transit
SHP-01210,2024-09-16,2024-09-18,2024-09-18,Central,FastShip,WH-01,Sigma Partners,184.73,194.45,12.71,Delivered
SHP-03479,2024-01-26,2024-01-29,2024-01-28,East,FastShip,WH-06,Acme LLC,648.27,560.01,15.18,Delivered
SHP-02597,2025-03-20,2025-03-22,2025-03-23,West,GlobalFreight,WH-07,Omega Co,200.12,46.26,15.05,Delayed
SHP-03870,2024-07-08,2024-07-11,2024-07-12,NORTH,SpeedEx,WH-10,Prime Industries,247.14,371.29,6.17,Delivered
SHP-03451,2024-04-05,2024-04-07,2024-04-06,East,fastship,WH-09,Delta Co,261.55,318.12,14.47,Delivered
SHP-03542,2025-02-12,2025-02-15,2025-02-15,Central,SpeedEx,WH-05,Prime Enterprises,130.89,158.31,28.9,Delayed
SHP-02477,2025-05-18,2025-05-22,2025-05-22,South,ReliableCo,WH-03,Prime Ltd,438.03,384.29,102.09,Delivered
SHP-03879,2024-02-28,2024-02-29,2024-02-29,West,FastShip,WH-10,Acme Industries,200.81,181.47,75.09,In Transit
SHP-00830,2024-08-02,2024-08-03,2024-08-03,South,ReliableCo,WH-04,Sigma Group,236.9,230.83,101.9,Delivered
SHP-01579,2024-05-20,2024-05-23,2024-05-23,East,SpeedEx,WH-02,Global Corp,116.31,159.96,33.16,Delivered
SHP-01188,2024-08-15,2024-08-18,2024-08-19,West,GlobalFreight,WH-08,Global Solutions,145.34,135.33,16.79,Delivered
SHP-04302,2024-02-29,2024-03-03,2024-03-03,East,ReliableCo,WH-01,Beta Ltd,109.85,118.33,35.73,Delivered
SHP-02472,2025-03-24,2025-03-27,2025-03-27,East,GlobalFreight,WH-02,Omega Corp,339.23,189.26,15.88,Delivered
SHP-02500,2025-05-02,2025-05-04,2025-05-04,Central,GlobalFreight,WH-09,Prime Ltd,73.77,55.24,31.53,Returned
SHP-04379,2024-03-22,2024-03-26,2024-03-26,Central,FastShip,WH-01,Delta Ltd,469.62,326.9,17.71,Delivered
SHP-00813,2024-11-05,2024-11-08,2024-11-07,North,SpeedEx,WH-05,Global Corp,280.73,351.14,24.75,Delivered
SHP-02227,2025-06-01,2025-06-02,2025-06-02,East,SpeedEx,WH-03,Sigma Inc,189.75,243.55,6.85,Delivered
SHP-02906,2024-08-05,2024-08-06,2024-08-07,North,GlobalFreight,WH-09,Global Partners,202.62,111.45,10.18,Delivered
SHP-00622,2024-04-17,2024-04-19,2024-04-19,Central,ReliableCo,WH-08,Global Enterprises,175.96,118.35,19.46,Delivered
SHP-02345,2024-04-23,2024-04-25,2024-04-26,Central,SpeedEx,WH-09,Beta Ltd,70.89,70.89,22.42,Delivered
SHP-03708,2024-08-26,2024-08-29,2024-08-29,North,QuickMove,WH-10,Beta LLC,473.77,361.64,12.62,Delivered
SHP-00567,2024-06-21,2024-06-23,2024-06-24,West,QuickMove,WH-06,Global LLC,368.02,192.16,25.12,Delivered
SHP-03076,2024-06-28,2024-06-29,2024-06-29,North,SpeedEx,WH-08,Sigma LLC,280.41,399.24,26.67,In Transit
SHP-04225,2024-08-17,2024-08-21,2024-08-22,North,FastShip,WH-06,Prime Ltd,423.82,386.8,56.64,Delivered
SHP-01085,2024-04-14,2024-04-16,2024-04-17,South,QuickMove,WH-08,Delta Industries,90.32,44.59,16.08,Delivered
SHP-00052,2024-08-02,2024-08-03,2024-08-03,Central,FastShip,WH-02,Delta Group,107.06,99.27,28.78,Delivered
SHP-04465,2024-07-16,2024-07-19,2024-07-20,South,GlobalFreight,WH-08,Global Inc,72.73,62.38,29.37,Returned
SHP-03274,2024-05-04,2024-05-07,2024-05-06,West,QuickMove,WH-07,Sigma Ltd,320.79,264.19,31.37,Returned
SHP-03990,2024-08-17,2024-08-18,2024-08-19,North,QuickMove,WH-02,Sigma Inc,180.45,142.77,12.58,Delivered
SHP-03090,2024-05-24,2024-05-26,2024-05-26,Central,GlobalFreight,WH-07,,181.69,78.7,22.29,Delivered
SHP-00535,2024-02-03,2024-02-05,2024-02-05,Central,QuickMove,WH-04,Global Solutions,260.11,149.85,7.19,Delivered
SHP-03254,2024-05-15,2024-05-18,2024-05-20,North,SpeedEx,WH-09,Sigma Partners,115.45,108.01,8.02,Delivered
SHP-01452,2025-02-16,2025-02-18,2025-02-19,West,FastShip,WH-05,Global Industries,495.87,250.1,15.6,Delivered
SHP-00444,2024-01-08,2024-01-09,2024-01-09,North,QuickMove,WH-09,Delta Solutions,168.41,105.38,7.97,Delivered
SHP-03572,2024-07-09,2024-07-10,2024-07-10,East,speedex,WH-10,Sigma Industries,195.04,243.48,24.13,Delivered
SHP-00196,2024-01-23,2024-01-24,2024-01-24,West,FastShip,WH-10,Alpha Group,272.22,246.91,30.8,Delivered
SHP-04457,2024-07-16,2024-07-18,2024-07-20,South,GlobalFreight,WH-06,Delta LLC,472.5,204.98,33.47,Delivered
SHP-03047,2024-05-27,2024-05-30,2024-06-01,West,SpeedEx,WH-04,Omega Partners,332.99,400.36,14.91,Delivered
SHP-00890,2024-08-30,2024-09-02,2024-09-02,West,ReliableCo,WH-01,Omega Ltd,359.36,261.39,8.09,Delayed
SHP-00916,2024-10-23,2024-10-25,2024-10-25,East,ReliableCo,WH-07,Delta LLC,197.15,162.59,24.99,Delivered
SHP-03905,2025-04-21,2025-04-23,2025-04-24,West,FastShip,WH-05,Sigma Partners,193.99,238.42,15.62,In Transit
SHP-01414,2025-04-04,2025-04-05,2025-04-07,South,FastShip,WH-02,Beta Ltd,226.21,162.56,11.43,Delivered
SHP-03752,2025-02-12,2025-02-15,2025-02-15,Central,QuickMove,WH-04,Delta Enterprises,156.28,128.72,14.53,Delivered
SHP-01860,2025-03-29,2025-04-01,2025-04-02,Central,ReliableCo,WH-05,Delta Group,153.93,68.84,31.24,Delivered
SHP-02986,2025-03-04,2025-03-06,2025-03-06,East,FastShip,WH-01,Prime Inc,441.76,,27.71,Delivered
SHP-00965,2024-02-18,2024-02-21,2024-02-22,Central,QuickMove,WH-08,Beta Co,105.9,66.47,17.52,Delivered
SHP-00645,2024-12-12,2024-12-15,2024-12-15,Central,ReliableCo,WH-09,Sigma Industries,589.05,474.85,68.79,Delivered
SHP-01539,2025-05-09,2025-05-11,2025-05-11,East,SpeedEx,WH-07,Omega Enterprises,153.88,197.14,27.49,Delivered
SHP-03596,2024-10-21,2024-10-24,2024-10-25,West,GlobalFreight,WH-01,Global Ltd,229.68,252.4,29.31,Delayed
SHP-03941,2024-08-07,2024-08-09,2024-08-09,Central,FastShip,WH-03,Beta Solutions,380.79,403.0,15.66,Delivered
SHP-04899,2024-02-13,2024-02-16,2024-02-17,West,GlobalFreight,WH-05,Prime LLC,625.82,230.06,10.02,Delivered
SHP-00121,2024-08-11,2024-08-14,2024-08-14,East,ReliableCo,WH-01,Prime Co,226.61,97.15,23.16,Delivered
SHP-02806,2025-03-11,2025-03-13,2025-03-13,North,Speed Ex,WH-01,,140.63,152.01,6.28,Delivered
SHP-02037,2024-08-01,2024-08-05,2024-08-05,West,SpeedEx,WH-08,Acme Inc,469.05,589.55,64.41,Delivered
SHP-04944,2024-10-30,2024-11-02,2024-11-02,Central,Reliable Co,WH-10,Alpha Group,103.38,96.68,20.03,Delayed
SHP-02499,2024-07-08,2024-07-11,2024-07-11,central,QuickMove,WH-05,Alpha Inc,364.05,298.31,49.94,Delayed
SHP-04970,2024-02-15,2024-02-16,2024-02-17,West,GlobalFreight,WH-06,Prime Solutions,164.86,89.09,9.96,Delivered
SHP-00135,2024-08-11,2024-08-13,2024-08-13,North,ReliableCo,WH-09,Global Solutions,146.02,138.9,13.41,Delayed
SHP-04774,2024-03-05,2024-03-06,2024-03-05,East,GlobalFreight,WH-09,Prime Industries,345.78,372.7,22.63,Delivered
SHP-02032,2024-05-06,2024-05-07,2024-05-08,East,GlobalFreight,WH-09,Global Industries,200.32,173.02,10.35,Delivered
SHP-02331,2025-04-10,2025-04-13,2025-04-13,West,SpeedEx,WH-03,Alpha Corp,186.92,210.13,6.49,Delivered
SHP-00185,2024-04-25,2024-04-26,2024-04-27,North,FastShip,WH-06,Omega Enterprises,285.32,313.8,40.86,Delivered
SHP-04923,2024-09-24,2024-09-25,2024-09-25,East,GlobalFreight,WH-01,Alpha Group,302.51,223.02,22.14,Delivered
SHP-04885,2024-01-14,2024-01-15,2024-01-16,South,ReliableCo,,Delta LLC,151.75,107.09,67.46,Delivered
SHP-00512,2024-01-02,2024-01-05,2024-01-07,South,ReliableCo,WH-03,Prime Inc,149.39,112.05,19.96,Delayed
SHP-02493,2024-02-20,2024-02-23,2024-02-23,East,FastShip,WH-08,Sigma Enterprises,254.18,181.26,32.82,Delivered
SHP-00063,2025-04-08,2025-04-11,2025-04-11,Central,ReliableCo,WH-01,Global Ltd,705.76,351.34,38.19,Delivered
SHP-04180,2025-02-16,2025-02-19,2025-02-19,Central,QuickMove,WH-05,Prime Co,395.83,242.98,31.71,Delivered
SHP-02727,2024-10-04,2024-10-05,2024-10-05,East,QuickMove,WH-06,Sigma Industries,232.87,143.57,25.42,Delivered
SHP-03793,2024-11-22,2024-11-23,2024-11-22,East,GlobalFreight,WH-10,Acme Inc,376.2,209.74,69.37,Delivered
SHP-02125,2024-02-23,2024-02-24,2024-02-25,Central,GlobalFreight,WH-10,Beta Enterprises,337.4,22.28,42.31,Delivered
SHP-03412,2024-02-15,2024-02-17,2024-02-17,West,GlobalFreight,WH-07,Acme Solutions,528.98,320.89,4.8,Delivered
SHP-00252,2024-02-04,2024-02-05,2024-02-05,CENTRAL,FastShip,WH-05,Prime Industries,372.01,366.17,31.33,Delayed
SHP-00626,2025-03-28,2025-03-31,2025-04-01,West,ReliableCo,WH-09,Sigma LLC,344.59,235.61,13.08,Delayed
SHP-03146,2025-01-11,2025-01-13,2025-01-13,Central,FastShip,WH-08,Acme Solutions,301.53,251.93,62.11,Delivered
SHP-02487,2024-03-24,2024-03-26,2024-03-25,West,FastShip,WH-01,Delta Inc,217.94,108.65,13.07,Delivered
SHP-02660,2025-01-19,2025-01-22,2025-01-22,North,GlobalFreight,WH-02,,152.04,70.22,19.7,Delivered
SHP-03571,2024-01-29,2024-01-30,2024-02-01,South,SpeedEx,WH-01,Beta Ltd,94.58,107.79,15.22,Delivered
SHP-00123,2024-06-23,2024-06-27,2024-06-28,CENTRAL,SpeedEx,WH-02,Sigma Co,673.36,739.36,56.6,Delivered
SHP-02993,2024-11-20,2024-11-22,2024-11-21,Central,QuickMove,WH-09,Global LLC,308.29,223.9,7.28,Delayed
SHP-04561,2025-04-03,2025-04-04,2025-04-04,North,QuickMove,WH-01,,275.04,190.54,11.99,Delivered
SHP-01947,2024-03-16,2024-03-18,2024-03-18,East,SpeedEx,WH-10,Global Industries,274.8,309.57,12.85,Delivered
SHP-02506,2024-04-16,2024-04-18,2024-04-18,East,FastShip,,Omega Inc,618.26,651.74,21.02,Delivered
SHP-02946,2025-06-27,2025-06-28,2025-06-28,CENTRAL,FastShip,WH-03,Delta Ltd,233.25,134.02,14.75,Delivered
SHP-00568,2024-07-21,2024-07-24,2024-07-24,Central,SpeedEx,WH-06,Beta Enterprises,180.82,214.62,14.28,Delivered
SHP-02188,2024-12-11,2024-12-12,2024-12-13,South,QuickMove,WH-02,Global Partners,75.74,59.69,29.32,In Transit
SHP-03255,2024-06-01,2024-06-02,2024-06-03,West,SpeedEx,WH-09,Sigma Corp,86.04,87.3,16.82,Delivered
SHP-02174,2024-06-08,2024-06-09,2024-06-10,South,SpeedEx,WH-03,Sigma Enterprises,336.37,367.1,37.86,Delivered
SHP-00829,2024-05-01,2024-05-04,2024-05-04,East,ReliableCo,WH-08,Delta Corp,855.45,579.75,26.88,Delivered
SHP-03874,2024-11-13,2024-11-15,2024-11-14,North,Quick Move,WH-01,Delta LLC,221.73,131.48,35.04,Delivered
SHP-04595,2024-03-26,2024-03-28,2024-03-28,West,SpeedEx,WH-06,Sigma Corp,86.59,101.46,50.79,Delayed
SHP-01039,2025-03-17,2025-03-18,2025-03-18,South,QuickMove,WH-09,Delta Co,257.67,205.88,17.25,Delivered
SHP-02112,2024-11-30,2024-12-03,2024-12-03,South,FastShip,WH-10,Sigma Inc,273.92,260.17,94.32,In Transit
SHP-01019,2025-03-16,2025-03-17,2025-03-17,Central,SpeedEx,,Alpha Partners,97.27,96.15,21.74,Delayed
SHP-00721,2024-03-13,2024-03-15,2024-03-14,West,ReliableCo,WH-04,Alpha Solutions,63.88,40.16,,Delivered
SHP-03367,2024-03-05,2024-03-06,2024-03-06,East,FastShip,WH-04,Delta Enterprises,286.11,267.82,20.91,Delivered
SHP-02081,2025-03-30,2025-04-01,2025-04-01,North,FastShip,WH-08,Alpha LLC,73.25,82.12,63.37,Delivered
SHP-02628,2024-12-18,2024-12-19,2024-12-19,North,QuickMove,WH-04,Prime Industries,328.72,198.48,20.09,Delivered
SHP-04528,2024-11-09,2024-11-11,2024-11-11,East,fastship,WH-09,Delta Partners,207.33,180.0,17.39,Delivered
SHP-03265,2024-03-07,2024-03-10,2024-03-09,West,ReliableCo,WH-03,Global Inc,195.62,140.72,26.9,Delivered
SHP-00603,2025-05-30,2025-06-02,2025-06-02,East,QuickMove,WH-08,Beta Group,398.15,311.31,58.94,Delivered
SHP-04350,2025-06-12,2025-06-13,2025-06-13,Central,ReliableCo,WH-05,Sigma LLC,250.2,136.21,28.09,Delivered
SHP-04102,2024-09-05,2024-09-08,2024-09-09,West,FastShip,WH-04,Alpha Corp,442.8,289.49,22.4,In Transit
SHP-01877,2025-04-16,2025-04-19,2025-04-18,West,GlobalFreight,WH-01,Sigma Corp,163.96,108.48,11.67,Delivered
SHP-03530,2024-12-13,2024-12-14,2024-12-16,South,SpeedEx,WH-03,Alpha Partners,339.07,306.15,10.92,Delivered
SHP-00319,2025-05-13,2025-05-16,2025-05-16,Central,ReliableCo,WH-05,Delta Partners,127.05,126.12,22.18,Delivered
SHP-01420,2025-03-21,2025-03-23,2025-03-25,South,GlobalFreight,WH-02,Alpha Industries,272.54,192.93,14.17,Delivered
SHP-03211,2025-03-19,2025-03-21,2025-03-21,East,GlobalFreight,WH-06,Omega Co,147.55,100.99,17.68,Delivered
SHP-00275,2024-08-24,2024-08-25,2024-08-24,Central,FastShip,WH-09,Global Co,256.51,253.29,25.6,Delivered
SHP-01922,2024-11-25,2024-11-29,2024-11-29,East,ReliableCo,WH-02,Prime Inc,444.35,288.84,29.37,In Transit
SHP-00550,2024-12-26,2024-12-29,2024-12-29,Central,QuickMove,WH-05,Beta Enterprises,315.93,200.89,28.26,Delivered
SHP-04423,2025-04-19,2025-04-21,2025-04-21,West,SpeedEx,WH-05,Global Group,70.23,95.64,19.31,Delivered
SHP-03899,2024-01-21,2024-01-23,2024-01-25,South,SpeedEx,WH-04,,164.17,187.96,73.28,In Transit
SHP-04948,2024-01-14,2024-01-15,2024-01-15,East,QuickMove,WH-04,Prime Corp,59.13,46.68,,Delayed
SHP-02998,2024-02-01,2024-02-04,2024-02-05,North,ReliableCo,WH-07,Omega Enterprises,1127.36,727.71,7.27,Delivered
SHP-00606,2024-06-21,2024-06-25,2024-06-27,South,ReliableCo,WH-01,Sigma Group,458.7,322.98,19.48,Delivered
SHP-04120,2024-05-13,2024-05-18,2024-05-18,West,Quick Move,WH-08,Delta LLC,1048.64,851.12,39.43,Delivered
SHP-00528,2024-10-28,2024-10-29,2024-10-29,Central,ReliableCo,WH-02,Sigma Co,200.9,128.82,17.92,Delivered
SHP-01515,2024-07-17,2024-07-18,2024-07-19,Central,QuickMove,WH-05,Prime Inc,255.88,246.72,30.53,Delivered
SHP-02395,2025-05-04,2025-05-07,2025-05-09,South,FastShip,WH-09,,93.12,64.04,15.85,Delivered
SHP-02460,2024-09-07,2024-09-11,2024-09-12,West,GlobalFreight,WH-08,Beta Co,452.53,135.92,8.54,Delivered
SHP-03894,2025-06-26,2025-06-29,2025-07-01,South,QuickMove,WH-09,Omega Group,298.69,218.07,30.01,Delivered
SHP-04881,2024-01-09,2024-01-10,2024-01-10,West,SpeedEx,WH-09,Sigma Industries,254.29,261.31,66.52,Delivered
SHP-01879,2024-11-21,2024-11-22,2024-11-23,West,QuickMove,WH-03,Global Corp,278.75,162.31,27.88,Delivered
SHP-01565,2024-03-02,2024-03-06,2024-03-05,North,QuickMove,WH-03,Delta Co,563.33,337.8,15.93,Delivered
SHP-00299,2024-08-26,2024-08-29,2024-08-31,South,FastShip,WH-07,Omega Group,170.58,104.23,27.34,Delayed
SHP-03036,2024-04-12,2024-04-15,2024-04-15,South,SpeedEx,WH-08,Delta Enterprises,122.28,-145.74,61.68,Delivered
SHP-02589,2025-05-15,2025-05-16,2025-05-16,North,SpeedEx,WH-07,Omega LLC,225.82,287.6,121.62,Delivered
SHP-01633,2024-11-05,2024-11-06,2024-11-06,East,GlobalFreight,WH-09,Beta Industries,247.59,191.55,27.72,Delivered
SHP-04679,2025-03-25,2025-03-26,2025-03-28,West,FastShip,WH-03,Prime Enterprises,173.43,150.48,8.57,Delivered
SHP-03804,2024-04-27,2024-04-28,2024-04-28,Central,SpeedEx,WH-07,Global Corp,393.23,468.37,64.62,Delivered
SHP-03498,2025-06-14,2025-06-15,2025-06-15,West,ReliableCo,WH-05,Beta Inc,139.46,68.57,8.85,Delivered
SHP-02348,2025-05-02,2025-05-05,2025-05-06,East,ReliableCo,WH-01,Delta Group,453.18,329.04,57.97,Delivered
SHP-02827,2024-02-15,2024-02-18,2024-02-18,North,QUICKMOVE,WH-10,Prime Ltd,134.87,91.07,9.11,In Transit
SHP-00151,2025-06-23,2025-06-25,2025-06-24,West,FastShip,WH-08,Prime LLC,385.37,377.83,51.88,Delayed
SHP-00757,2024-01-01,2024-01-04,2024-01-04,East,QuickMove,WH-05,Acme LLC,79.69,57.3,27.51,In Transit
SHP-01056,2024-05-13,2024-05-16,2024-05-17,East,GlobalFreight,WH-09,Beta Ltd,58.25,34.86,45.83,Delivered
SHP-02523,2024-12-14,2024-12-16,2024-12-17,Central,GlobalFreight,WH-10,Prime Enterprises,388.4,181.9,9.05,Delivered
SHP-03766,2025-02-01,2025-02-05,2025-02-06,Central,ReliableCo,WH-05,Acme Partners,633.76,546.92,14.27,Delivered
SHP-01143,2024-12-29,2024-12-31,2025-01-01,South,GlobalFreight,WH-08,Beta Ltd,584.8,246.25,16.29,Delivered
SHP-04260,2024-01-07,2024-01-09,2024-01-10,South,FastShip,WH-10,Alpha LLC,283.03,189.82,31.1,Delivered
SHP-04154,2024-10-07,2024-10-10,2024-10-11,West,ReliableCo,WH-06,Acme Enterprises,195.05,213.78,6.2,Delivered
SHP-04349,2025-01-20,2025-01-22,2025-01-22,North,QuickMove,WH-10,Prime Ltd,309.44,210.05,12.22,Delayed
SHP-00377,2024-08-20,2024-08-21,2024-08-21,South,QuickMove,WH-07,Acme Co,220.94,170.04,39.2,Delivered
SHP-02926,2025-04-07,2025-04-09,2025-04-10,South,SpeedEx,WH-06,Global Solutions,351.51,240.68,59.43,Delivered
SHP-01871,2024-01-20,2024-01-22,2024-01-22,East,SpeedEx,WH-06,Prime Inc,213.73,205.24,16.14,Delayed
SHP-00882,2025-04-15,2025-04-17,2025-04-17,South,GlobalFreight,WH-03,Omega Ltd,172.59,93.31,85.42,Delivered
SHP-04619,2024-12-20,2024-12-21,2024-12-21,East,GlobalFreight,WH-04,Beta Inc,73.76,61.83,50.74,Delivered
SHP-00379,2024-02-11,2024-02-12,2024-02-12,Central,FastShip,WH-09,Beta Group,159.16,133.31,18.44,Delivered
SHP-03593,2025-06-22,2025-06-26,2025-06-26,West,QuickMove,WH-01,Global Partners,584.18,366.45,11.73,In Transit
SHP-01336,2024-08-11,2024-08-14,2024-08-15,East,GlobalFreight,WH-01,Global LLC,130.02,11.63,13.56,Delayed
SHP-02104,2024-07-22,2024-07-25,2024-07-25,East,SpeedEx,WH-10,Beta Co,129.71,123.93,24.69,In Transit
SHP-02241,2024-04-03,2024-04-05,2024-04-05,Central,QuickMove,WH-10,Omega Enterprises,322.55,234.07,17.12,Delivered
SHP-01880,2025-02-26,2025-03-01,2025-03-01,West,fastship,WH-06,Global Inc,713.19,351.71,32.11,Returned
SHP-04852,2025-01-13,2025-01-16,2025-01-15,South,Fast Ship,WH-08,Sigma Ltd,241.85,200.39,7.84,Delivered
SHP-02779,2025-01-20,2025-01-22,2025-01-23,North,GlobalFreight,WH-05,Omega Solutions,249.56,141.02,28.29,In Transit
SHP-04916,2025-04-23,2025-04-26,2025-04-26,Central,Reliable Co,WH-03,Beta Group,608.88,484.39,12.02,Delivered
SHP-01953,2025-05-22,2025-05-25,2025-05-24,West,FastShip,WH-07,Omega Group,654.29,612.78,17.73,Returned
SHP-01875,2024-01-11,2024-01-14,2024-01-15,North,ReliableCo,WH-05,Sigma Group,179.53,35.05,17.71,Delivered
SHP-02319,2024-05-05,2024-05-06,2024-05-08,South,QuickMove,WH-02,Acme Ltd,134.21,85.2,5.44,Delivered
SHP-01392,2024-05-24,2024-05-25,2024-05-25,Central,SpeedEx,WH-10,Prime Enterprises,249.36,342.1,32.59,Delivered
SHP-00795,2024-03-21,2024-03-22,2024-03-22,West,ReliableCo,WH-08,Delta Group,101.49,95.91,28.82,In Transit
SHP-02556,2024-11-30,2024-12-02,2024-12-02,EAST,QuickMove,WH-06,Sigma Enterprises,538.99,266.19,27.15,Delivered
SHP-00842,2024-05-22,2024-05-24,2024-05-26,North,GlobalFreight,WH-08,Beta Enterprises,159.91,70.72,22.75,Delivered
SHP-04463,2024-05-30,2024-06-01,2024-05-31,Central,GlobalFreight,WH-05,Global Industries,286.27,101.68,11.09,Delivered
SHP-01868,2024-08-30,2024-09-02,2024-09-02,East,SpeedEx,WH-08,Beta Industries,190.03,254.08,16.21,Delivered
SHP-00176,2025-03-14,2025-03-15,2025-03-16,North,ReliableCo,WH-04,Global Solutions,178.82,108.92,7.49,Delivered
SHP-04237,2025-01-05,2025-01-08,2025-01-09,West,GlobalFreight,WH-05,Omega Ltd,466.55,124.4,15.78,Delivered
SHP-02797,2025-01-31,2025-02-02,2025-02-02,East,FastShip,WH-02,Prime Corp,184.98,185.08,29.49,Delivered
SHP-02749,2024-07-20,2024-07-21,2024-07-21,South,QuickMove,WH-04,Acme Ltd,171.26,97.41,23.78,Delayed
SHP-00046,2025-04-27,2025-04-30,2025-04-30,East,FastShip,WH-01,Delta Partners,356.17,245.53,28.16,Returned
SHP-04503,2024-03-13,2024-03-15,2024-03-17,West,FastShip,WH-07,Prime Ltd,189.0,186.2,,Delivered
SHP-01540,2025-03-02,2025-03-04,2025-03-04,Central,QuickMove,WH-07,Delta Ltd,222.49,157.8,6.72,Delivered
SHP-01256,2025-04-10,2025-04-12,2025-04-12,Central,ReliableCo,WH-04,,236.34,168.46,6.56,Delivered
SHP-02891,2024-08-20,2024-08-21,2024-08-21,North,FastShip,,Beta Enterprises,271.16,182.29,61.77,Delivered
SHP-02520,2024-05-02,2024-05-03,2024-05-03,East,SpeedEx,WH-02,Global Corp,164.99,196.3,9.7,Delivered
SHP-04255,2024-02-24,2024-02-27,2024-02-27,Central,FastShip,WH-08,Alpha Group,123.29,107.98,22.37,Delivered
